,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,anime
7462,7463,Homura,Kagari,Unknown,Grey,2.586,10.584,Unknown,Unknown,Unknown,"Aliens, Genetically Engineered, Masks, Smokers, Elemental Powers, Fire Powers",934.0,44,"Homura is Sekirei #6 of 108, and has the ability to create deadly flames to burn his opponents. In battle, he wears a mask and has self-styled as a protector of unwinged Sekirei; in his normal interactions, he's cool and standoffish but not hostile, preferring to keep to himself. His powers are unstable, and overuse of his flames can cause him to lose control or self-immolate. He works at a Host club under the alias Kagari, and tends smoke when upset.",https://www.anime-planet.com/characters/homura,Sekirei
7467,7468,Tenchi MASAKI,Tenchi KAWAI,Male,Black,5.898,10.566,Brown,April 24,Unknown,"High School Students, Martial Artists, Ponytail, Teenagers",401.0,44,Unknown,https://www.anime-planet.com/characters/tenchi-masaki,Ai Tenchi Muyo!
7473,7474,Sunao FUJIMORI,Ran,Male,Pink,7.17,20.11,Unknown,Unknown,Unknown,"Gay, High School Students, Orphans, Split Personality, Teenagers, Uke, LGBT+",320.0,18,Unknown,https://www.anime-planet.com/characters/sunao-fujimori,Sukisho
7474,7475,Chigusa SAKAI,Unknown,Female,Brown,4.398,11.408,Unknown,Unknown,Unknown,"Adults, Hair Ribbons, Ponytail",556.0,40,Unknown,https://www.anime-planet.com/characters/chigusa-sakai,Shakugan no Shana
7479,7480,Dark Magician Girl,Unknown,Female,Blonde,3.065,13.551,Unknown,Unknown,Unknown,"Hats, Magic Users, Rosy Cheeks",791.0,32,Unknown,https://www.anime-planet.com/characters/dark-magician-girl,Yu-Gi-Oh! 3D: Bonds Beyond Time
7480,7481,Koume,Unknown,Female,Brown,7.377,35.388,Unknown,Unknown,Unknown,"Children, Clumsy, Crybabies, Kindergartners, Shy",307.0,7,"Koume is a young girl at Hanamaru Kindergarten. She is exceptionally shy and quiet, so it takes a while for her to open up to new people, but when she does she is a very kind girl. Koume is normally the first to start crying when something upsets her, but with a little reassurance she returns to normal in no time.",https://www.anime-planet.com/characters/koume,Hanamaru Kindergarten
7485,7486,Dark Magician,Unknown,Male,Purple,3.621,21.926,Unknown,Unknown,Unknown,"Hats, Magic Users",676.0,16,Unknown,https://www.anime-planet.com/characters/dark-magician,Yu-Gi-Oh! 3D: Bonds Beyond Time
7486,7487,Mimiko KATSURAGI,Unknown,Female,Brown,6.085,11.639,Unknown,Unknown,Unknown,Adults,388.0,39,Unknown,https://www.anime-planet.com/characters/mimiko-katsuragi,Black Blood Brothers
7487,7488,Gorou HYOUDOU,Unknown,Male,Brown,7.159,6.061,Unknown,Unknown,Unknown,"Adults, Glasses",321.0,85,Unknown,https://www.anime-planet.com/characters/gorou-hyoudou,High School DxD
7500,7501,Rue,Unknown,Female,Black,4.922,4.052,Brown,Unknown,Unknown,"Dancers, Teenagers",490.0,127,"From Ahiru 's perspective, Rue is living the perfect life. Rue is beautiful, is by far the best ballerina in the school, and is dating the handsome Mytho . Whether or not Rue is aware of her luck is a different matter, as she is frequently icy and aloof towards those around her.",https://www.anime-planet.com/characters/rue,Eros Conquers All
7502,7503,Keroro,Unknown,Male,Unknown,5.313,15.214,Unknown,Unknown,Unknown,"Aliens, Lazy, Otaku",452.0,27,"Sergeant Keroro is a small alien from the planet Keron who leads the Keroro Platoon in their invasion of Earth. He is rather lazy and prefers to spend his time on Earth reading manga, watching anime and building Gundam models instead of taking over the world. Keroro is also quite absent-minded and often forgets to do his ‘homework’, which lands him in trouble with his superiors back home. Though he regularly clashes with Natsumi – normally over his neglecting the household chores, Keroro gets on extremely well with Fuyuki .",https://www.anime-planet.com/characters/keroro,Chibi Kero: Secret of the Kero Ball
7507,7508,Tadase HOTORI,Unknown,Male,Blonde,3.223,1.093,Pink,"March 29, 1995",B,"Children, Elementary School Students, Hair Antenna, Shy, Student Council",755.0,405,"As the King's Chair, Tadase is the defacto leader of the Guardians. His innocent nature and boyish good looks have earned him admiration from many girls in the school, who label him ""the Prince"". In his weaker moments, he also harbours a desire to be king of the entire world. In spite of this, he is shy and reserved, particularly around girls who he likes.",https://www.anime-planet.com/characters/tadase-hotori,Shugo Chara!
7512,7513,Tomoe YUKISHIRO,Himura,Female,Black,6.867,13.171,Unknown,Unknown,Unknown,"Adults, Shy",335.0,33,Unknown,https://www.anime-planet.com/characters/tomoe-yukishiro,Rurouni Kenshin: Tsuiokuhen
7514,7515,Yaya YUIKI,Unknown,Female,Brown,3.399,3.363,Brown,"May 25, 2008",O,"Children, Dancers, Elementary School Students, Magical Girl, Student Council",718.0,153,"Yaya is the youngest memeber of the guardians, and acts younger still. Her desire for attention, love of cute accessories and sweet tooth lead to her frequently acting like a spoiled baby. However she never intends to be an impediment to her friends and always does her best to help out when they're in a pinch.",https://www.anime-planet.com/characters/yaya-yuiki,Shugo Chara!
7515,7516,Misao MAKIMACHI,Weasel Girl,Female,Blue,2.87,5.224,Unknown,Unknown,Unknown,"Ninja, Ponytail, Teenagers",846.0,99,Unknown,https://www.anime-planet.com/characters/misao-makimachi,Rurouni Kenshin
7527,7528,Megumi TAKANI,Unknown,Female,Black,3.92,3.945,Unknown,Unknown,Unknown,"Adults, Doctors",626.0,130,Unknown,https://www.anime-planet.com/characters/megumi-takani,Rurouni Kenshin
7548,7549,Cait Sith,Unknown,Male,Multicolored,3.947,4.12,Unknown,Unknown,Unknown,"Cats, Robots",623.0,125,Unknown,https://www.anime-planet.com/characters/cait-sith,Final Fantasy VII: Advent Children
7549,7550,Luka MEGURINE,Unknown,Female,Pink,4.726,24.803,Unknown,Unknown,Unknown,"Headbands, Idols, Vocaloids",514.0,13,Unknown,https://www.anime-planet.com/characters/luka-megurine,40meterP: Do Re Mi Fa Rondo
7551,7552,Gennosuke KOUGA,Unknown,Male,Black,4.941,16.526,Unknown,Unknown,Unknown,"Adults, Epic Eyebrows, Ninja, Sword Fighters",488.0,24,"Wanting to keep the peace between the warring Kouga and Iga tribes, Gennosuke will fight savagely if necessary to protect his beloved Oboro. Proud and intelligent, he expects those around him to also adhere to his ideals, only using his hypnotic ninja technique if absolutely necessary.",https://www.anime-planet.com/characters/gennosuke-kouga,Basilisk
7559,7560,Pepe,Unknown,Female,Brown,5.651,4.623,Unknown,Unknown,Unknown,"Babies, Fairies, Hats, Verbal Tic",422.0,112,"Pepe is Yaya Yuiki 's Guardian Character. As a baby, Pepe fits in well with Yaya's personality, and tends to act in an even more childish way than Yaya herself. Even so, she occasionally comes up with a clever or thoughtful comment, often surprising her allies in the process.",https://www.anime-planet.com/characters/pepe,Shugo Chara!
7563,7564,Bahamut Sin,Unknown,Unknown,Unknown,7.279,6.037,Unknown,Unknown,Unknown,"Dragons, Horns, Wings",314.0,85,Unknown,https://www.anime-planet.com/characters/bahamut-sin,Final Fantasy VII: Advent Children
7569,7570,Rima MASHIRO,Unknown,Female,Blonde,2.765,5.448,Brown,February 6,B,"Children, Elementary School Students, Headbands, Magical Girl, Student Council",872.0,95,Unknown,https://www.anime-planet.com/characters/rima-mashiro,Shugo Chara!
7570,7571,Red XIII,Nanaki,Male,Red,3.268,18.19,Unknown,Unknown,Unknown,Monsters,747.0,21,Unknown,https://www.anime-planet.com/characters/red-xii,Final Fantasy VII: Advent Children
7571,7572,Rufus SHINRA,Unknown,Male,Blonde,5.769,3.719,Unknown,Unknown,Unknown,"Adults, Wealthy",411.0,138,Unknown,https://www.anime-planet.com/characters/rufus-shinra,Final Fantasy VII: Advent Children
7572,7573,Uraha,Unknown,Female,Green,6.432,16.056,Orange,Unknown,Unknown,Adults,363.0,25,Unknown,https://www.anime-planet.com/characters/uraha-air,Air
7579,7580,Shizuka KAWAI,Serenity WHEELER,Female,Brown,7.283,5.622,Unknown,Unknown,Unknown,Teenagers,314.0,92,Unknown,https://www.anime-planet.com/characters/shizuka-kawai,Yu-Gi-Oh! Duel Monsters
7588,7589,Seiren,Unknown,Female,Grey,4.865,1.981,Unknown,Unknown,Unknown,Vampires,497.0,248,Unknown,https://www.anime-planet.com/characters/seiren,Vampire Knight
7593,7594,Ruka SOUEN,Unknown,Female,Blonde,3.883,686.0,Unknown,Unknown,Unknown,Vampires,632.0,583,Unknown,https://www.anime-planet.com/characters/ruka-souen,Vampire Knight
7604,7605,Henry MARKER,Unknown,Male,Black,5.918,10.972,Unknown,Unknown,Unknown,"Adults, Facial Hair, Hair Antenna, Pointy Ears, Vampires",400.0,42,Unknown,https://www.anime-planet.com/characters/henry-marker,Karin
7606,7607,Reiji NAMIKAWA,Unknown,Male,Black,6.082,2.325,Unknown,Unknown,Unknown,Adults,388.0,213,Unknown,https://www.anime-planet.com/characters/reiji-namikawa,Death Note
7608,7609,Sora HASHIBA,Unknown,Male,Blue,6.819,38.428,Unknown,Unknown,Unknown,"LGBT+, Hair Antenna, High School Students, Amnesia, Orphans, Seme, Teenagers, Split Personality",338.0,6,"Sora likes to think of himself as a normal high school student, but there is more to his character and past than he realizes. Despite this, he is a kind-hearted and loyal guy who is always willing to help his friends. Sora has a troubled and complicated relationship with his childhood best friend, Sunao Fujimori, who attends the same high school.",https://www.anime-planet.com/characters/sora-hashiba,Sukisho
7612,7613,Suu,Unknown,Female,Blonde,2.793,6.965,Unknown,Unknown,Unknown,"Cooks, Fairies, Hats, Maids",866.0,72,"Suu is one of Amu Hinamori 's guardian characters. Though flightly and overly excitable on occasion, Suu's motherly instincts and raw cooking skill mark her as the most domestic side of Amu's personality. Not prone to moodiness or overzealous, Suu could also be considered the most level-headed of Amu's guardian characters, though definitely the least adventurous.",https://www.anime-planet.com/characters/suu,Shugo Chara!
7620,7621,Takuma ONIZAKI,Unknown,Male,Red,4.95,27.866,Unknown,Unknown,Unknown,"High School Students, Teenagers",488.0,11,Unknown,https://www.anime-planet.com/characters/takuma-onizaki,Hiiro no Kakera Taizen: Totsugeki! Tonari no Ikemens
7624,7625,Panchy BRIEF,Unknown,Female,Blonde,4.734,2.526,Unknown,Unknown,Unknown,"Adults, Closed Eyes, Wealthy",513.0,200,Unknown,https://www.anime-planet.com/characters/panchy-brief,Dragon Ball
7631,7632,Jun MANJOUME,"Chazz PRINCETON, Manjoume Thunder",Male,Black,5.52,7.736,Unknown,Unknown,Unknown,"Wealthy, Big Ego, Battle Gamers, Spirit Seers, Teenagers",433.0,64,Unknown,https://www.anime-planet.com/characters/jun-manjoume,Yu-Gi-Oh! GX
7638,7639,Mahiro ATORI,Unknown,Male,Purple,7.285,17.789,Unknown,Unknown,Unknown,"High School Students, Small Stature, Teenagers",314.0,22,Unknown,https://www.anime-planet.com/characters/mahiro-atori,Hiiro no Kakera Taizen: Totsugeki! Tonari no Ikemens
7644,7645,Yuuichi KOMURA,Unknown,Male,Grey,6.031,43.465,Unknown,Unknown,Unknown,"High School Students, Sleepyheads, Teenagers",393.0,5,Unknown,https://www.anime-planet.com/characters/yuuichi-komura,Hiiro no Kakera Taizen: Totsugeki! Tonari no Ikemens
7647,7648,Gurio UMINO,Melvin BUTLERS,Male,Brown,7.438,1.985,Unknown,Unknown,Unknown,"Bookworms, Middle School Students, Opaque Nerd Glasses, Teenagers",304.0,248,Unknown,https://www.anime-planet.com/characters/gurio-umino,Momoiro Clover Z: Moon Pride
7648,7649,Manta OYAMADA,"Mortimer OYAMADA, Morty",Male,Brown,4.145,2.22,Brown,"September 5, 1985",O,"Teenagers, Spirit Seers, Small Stature, Bookworms",593.0,223,Unknown,https://www.anime-planet.com/characters/manta-oyamada,Shaman King
7651,7652,Rude,Unknown,Male,Unknown,3.428,7.833,Unknown,Unknown,Unknown,"Adults, Facial Hair, Sunglasses",712.0,63,Unknown,https://www.anime-planet.com/characters/rude,Final Fantasy VII: Advent Children
7657,7658,Kaede,Unknown,Female,Grey,2.626,2.345,Unknown,Unknown,Unknown,"Archers, Elderly, Eye Patches, Ponytail, Shrine Maidens",920.0,212,Unknown,https://www.anime-planet.com/characters/kaede,InuYasha
7668,7669,Hisoka KUROSAKI,Unknown,Male,Brown,5.899,13.466,Green,October 18,AB,"Agents of the Afterlife, Psychic Powers, Shinigami, Superpowers, Teenagers",401.0,32,Unknown,https://www.anime-planet.com/characters/hisoka-kurosaki,Descendants of Darkness
7671,7672,Kiseki,Unknown,Male,Purple,4.275,5.071,Unknown,Unknown,Unknown,"Big Ego, Capes, Crowns, Fairies, Royalty",574.0,102,"Kiseki is a guardian character belonging to Tadase Hitori . He takes his position as king very seriously and lords it over all the other guardian characters - or his ""subjects"" both out of duty and out of pleasure. The only thing Kiseki displays more prominently than his ego is his crown.",https://www.anime-planet.com/characters/kiseki,Shugo Chara!
7672,7673,Neko-Sensei,Mr. Cat,Male,Purple,7.482,8.675,Unknown,Unknown,Unknown,"Teachers, Dancers, Cats, Animals, Anthropomorphic",302.0,56,"Obsessed with all forms of love (marriage in particular), Neko-Sensei is the ballet instructor at school. Despite his eccentricities and near-constant propositioning, he is a caring and capable teacher and dancer.",https://www.anime-planet.com/characters/neko-sensei,Princess Tutu
7677,7678,Souna SITRI,Unknown,Female,Black,3.967,7.274,Unknown,Unknown,Unknown,"Deadly Chefs, Demons, Glasses, High School Students, Student Council, Teenagers",619.0,69,Unknown,https://www.anime-planet.com/characters/souna-sitri,High School DxD
7680,7681,Hiiragi,Hii,Female,Blue,4.782,47.32,Unknown,Unknown,Unknown,"Stoic, Kindergartners, Children, Bookworms, Ponytail",508.0,4,"Hiiragi is a young girl who is generally more reserved than the other kids. She can be fairly quiet and serious, but that doesn’t stop her partaking in Anzu’s mischievous activities or dressing up in animal costumes. Hiiragi enjoys reading books and is very intelligent for her age, which has earned her great respect from second year, Kenji .",https://www.anime-planet.com/characters/hiiragi,Hanamaru Kindergarten
7686,7687,Ryuya,Unknown,Male,Grey,5.68,16.518,Yellow,Unknown,Unknown,"Adults, Hair Antenna, Samurai",419.0,24,Unknown,https://www.anime-planet.com/characters/ryuya-air,Air
7691,7692,Kazumi YOSHIDA,Unknown,Female,Brown,4.075,512.0,Unknown,Unknown,Unknown,"High School Students, Shy, Teenagers",605.0,736,Unknown,https://www.anime-planet.com/characters/kazumi-yoshida,Dengeki Bunko 2007 Movie Festival Special
7692,7693,Kano KIRISHIMA,Unknown,Female,Blue,6.359,7.048,Green,June 12,Unknown,Teenagers,368.0,71,Unknown,https://www.anime-planet.com/characters/kano-kirishima,Air
7703,7704,Tsurara SHIRAYUKI,Unknown,Female,Grey,3.805,12.678,Unknown,Unknown,Unknown,"Adults, Youkai, Sweet Tooth, Yuki-onna, Hair Buns",646.0,35,Unknown,https://www.anime-planet.com/characters/tsurara-shirayuki,Rosario + Vampire Capu2
7707,7708,Len KAGAMINE,Unknown,Male,Blonde,3.542,20.207,Unknown,Unknown,Unknown,"Headphones, Idols, Ponytail, Teenagers, Vocaloids",691.0,18,Unknown,https://www.anime-planet.com/characters/len-kagamine,40meterP: Do Re Mi Fa Rondo
7710,7711,Hayami KOHINATA,Unknown,Female,Blue,5.674,33.015,Unknown,Unknown,Unknown,"Middle School Students, Poor, Teenagers, Tsundere",420.0,8,Unknown,https://www.anime-planet.com/characters/hayami-kohinata,H2O: Footprints in the Sand
7711,7712,Rayne,Professor Rayne,Male,Red,6.75,64.23,Unknown,Unknown,Unknown,"Bookworms, Gunslingers, Scientists, Teenagers",342.0,2,Unknown,https://www.anime-planet.com/characters/rayne,Neo Angelique Abyss
7712,7713,Hijiri KIRISHIMA,Unknown,Female,Blue,7.235,8.678,Green,January 3,Unknown,"Adults, Doctors",316.0,56,Unknown,https://www.anime-planet.com/characters/hijiri-kirishima,Air
7716,7717,Allelujah HAPTISM,Unknown,Male,Green,3.761,12.623,Unknown,Unknown,Unknown,"Terrorists, Teenagers, Orphans, Mecha Pilots, Heterochromia, Blinding Bangs",653.0,35,"Allelujah is a Gundam Meister for the revolutionary group Celestial Being. At a very young age, he was taken by the HRL and experimented on as part of their super soldier program, resulting in a split personality. He now spends his time piloting Gundam. Allelujah is generally shy and introverted, but caring and thoughtful the majority of the time. His alter-ego, Hallelujah, however is sadistic and bloodthirsty.",https://www.anime-planet.com/characters/allelujah-haptism,Mobile Suit Gundam 00
7719,7720,Junpei KOUSAKA,Unknown,Male,Black,2.542,14.818,Unknown,Unknown,Unknown,"Cursebearers, High School Students, Teenagers",946.0,28,"Suffering from an unfortunate allergy to cats, Junpei's life becomes ten times worse after he destroys the statue of a cat deity. Forced into performing the bidding of every kitty he stumbles across, his kind nature sees him attempt to balance his own love life with acting as a guidance counselor to neko-kind!",https://www.anime-planet.com/characters/junpei-kousaka,Nyan Koi!
7723,7724,Ami HINAMORI,Unknown,Female,Brown,5.929,2.928,Unknown,Unknown,Unknown,"Children, Pigtails",399.0,174,"Ami is Amu Hinamori 's younger sister. She revels in the attention of her parents and can frequently be seen singing and dancing to earn their encouraging cheers. As a very young child, she is able to see guardian characters and - much to their collective chagrin - is able to touch them, stretch them, and generally play with them against their will.",https://www.anime-planet.com/characters/ami-hinamori,Shugo Chara!
7726,7727,Tsubaki SHINRA,Unknown,Female,Black,5.323,11.028,Unknown,Unknown,Unknown,"Demons, Glasses, High School Students, Student Council",452.0,42,Unknown,https://www.anime-planet.com/characters/tsubaki-shinra,High School DxD
7728,7729,Nami HITO,Unknown,Female,Black,5.505,22.613,Unknown,Unknown,Unknown,"High School Students, Teenagers",434.0,15,Nami is without a doubt the most plainly ordinary member of Nozomu ’s class. She has absolutely no distinguishing features yet she gets fairly irritated whenever anyone calls her ‘normal’.,https://www.anime-planet.com/characters/nami-hito,Goku Sayonara Zetsubou Sensei
7740,7741,Yako KATSURAGI,Female High School Detective,Female,Blonde,6.821,18.15,Unknown,Unknown,Unknown,"Big Eaters, High School Students, Teenagers",338.0,21,Unknown,https://www.anime-planet.com/characters/yako-katsuragi,Neuro: Supernatural Detective
7744,7745,Maria KURENAI,Unknown,Female,Grey,3.84,630.0,Unknown,Unknown,Unknown,"Sickly, Vampires",639.0,629,Unknown,https://www.anime-planet.com/characters/maria-kurenai,Vampire Knight
7751,7752,Chizuru HONSHOU,Unknown,Female,Red,2.707,462.0,Grey,Unknown,B,"Glasses, High School Students, LGBT+, Lesbians, Perverted, Teenagers",891.0,791,"Chizuru is a student who attends Karakura High School. She has a rampant crush on a rather oblivious Orihime , though Tatsuki often repels her flirting.",https://www.anime-planet.com/characters/chizuru-honshou,Bleach
